PassengerId,Survived_pred,Prob_survived
1290,0,0.14834445373182492
1291,0,0.15791545829592085
1292,1,0.8701535216107642
1293,0,0.1421909929624114
1294,1,0.897100606884992
1295,0,0.2091258395216177
1296,0,0.22688019057643713
1297,0,0.15629472744812695
1298,0,0.1478479878145282
1299,0,0.3802439679843326
1300,1,0.856276740957789
1301,1,0.8098543404460355
1302,1,0.8563138936633703
1303,1,0.8726302147064454
1304,1,0.5190989557574357
1305,0,0.14813529834006042
1306,1,0.8803846618472959
1307,0,0.15761830647309222
1308,0,0.14813529834006042
1309,0,0.12102046490979107
