Id,Sale_Prediction
1591,89279.55834258399
1592,118152.37936324987
1593,127862.81665562633
1594,128666.56560845367
1595,109975.70524488896
1596,222639.58880359118
1597,185736.0916744045
1598,210438.63116404694
1599,196134.35280929314
1600,173389.95149151224
1601,30242.36975704998
1602,118138.49194473127
1603,70786.20914625445
1604,296146.4292921616
1605,235598.00848644826
1606,149586.4150795219
1607,157298.42944352512
1608,210222.01258204915
1609,174573.98470373463
1610,145683.29406640507
1611,130617.20806984582
1612,186536.24568564922
1613,158451.70183408074
1614,142317.36154723787
1615,82389.84787881546
1616,66568.29516864655
1617,78146.74297343794
1618,110488.72024543009
1619,147619.1856729017
1620,149021.63196524288
1621,127386.99982114864
1622,134506.51604148166
1623,260711.57208529906
1624,207641.05497190575
1625,102007.55443696318
1626,178302.01673506168
1627,175297.44932462735
1628,281653.03380471014
1629,171620.52946707828
1630,316737.0724926398
1631,214181.9632190934
1632,226098.1007752954
1633,178589.41038793162
1634,181579.52719246462
1635,167442.94005791884
1636,148021.3290635783
1637,183883.95516207523
1638,204159.2584570991
1639,180945.73394165392
1640,243680.40320444174
1641,175120.81094515446
1642,247950.8886112435
1643,219486.3842501837
1644,222217.35858298573
1645,213285.67582437384
1646,161150.15466471686
1647,151112.78214246887
1648,119985.878982199
1649,128556.6213223157
1650,112637.9366618818
1651,113113.7430552755
1652,102582.6455518311
1653,104038.24702505113
1654,138370.56587336457
1655,122983.5734896358
1656,126328.77885931732
1657,139143.16652343964
1658,138874.22347139113
1659,112578.60146312899
1660,145112.21634695263
1661,417571.127919207
1662,359329.27722989407
1663,377210.85281241534
1664,460691.4105421847
1665,334233.2748595051
1666,331602.4067685093
1667,364699.52819276566
1668,357517.9821967722
1669,319057.0051022746
1670,351907.58533089736
1671,266347.39769386017
1672,400493.801005527
1673,289641.6433669926
1674,256814.75927460266
1675,203923.63122237546
1676,198953.23863244226
1677,216009.1352266466
1678,451885.67266200116
1679,378771.96389975114
1680,320332.7148186175
1681,291084.0094200655
1682,329181.5958777563
1683,200175.76296336696
1684,182157.77820878063
1685,177023.29751745134
1686,167146.5053153023
1687,181753.50766903005
1688,192685.50980810853
1689,200326.55347471865
1690,194874.09680543153
1691,185288.3881830806
1692,269142.73320495995
1693,182954.70151953222
1694,172850.67499320404
1695,169847.71776456747
1696,258568.52768894195
1697,174068.7329814746
1698,329382.49421839847
1699,307837.888199592
1700,259680.34695362512
1701,277533.5279274945
1702,250912.42407474332
1703,242225.6238879972
1704,268350.6063985051
1705,261437.11603061383
1706,407276.24386225647
1707,221399.53778088102
1708,205446.25360979675
1709,256436.06993241893
1710,218610.51732188187
1711,278551.8784337255
1712,245282.7981872698
1713,265593.06679337943
1714,216036.99925058676
1715,202558.10041875168
1716,183790.6336565087
1717,181521.54382890087
1718,138919.77782779784
1719,226445.27607015386
1720,235622.7566642116
1721,177949.74399855867
1722,130487.26423385007
1723,156977.40606992098
1724,201552.94029265293
1725,229639.26720245578
1726,184363.40029213144
1727,141384.49498232623
1728,187780.94347463708
1729,158163.56376492442
1730,161333.12955574
1731,125711.66039433607
1732,127784.8316989436
1733,100987.14043707793
1734,111572.08186888788
1735,134570.13176987227
1736,106420.43309785468
1737,297280.4102956629
1738,248541.61785411066
1739,254111.50227751076
1740,197344.6083940105
1741,183339.2851358849
1742,171654.72415902666
1743,181556.38981291605
1744,316280.3082749442
1745,221841.5622702833
1746,236804.10313085996
1747,212171.9587145113
1748,231342.56846579714
1749,143602.26957192493
1750,144090.29204057457
1751,245280.3108934858
1752,95649.7018120633
1753,149554.78035350592
1754,204628.3732994926
1755,163290.67078470302
1756,120137.0592382579
1757,109521.95356539653
1758,146362.9456199241
1759,159365.28912246352
1760,160874.22957493624
1761,155980.96701402354
1762,172788.1707518266
1763,197966.1946851483
1764,105416.53717885731
1765,179792.60557446338
1766,187923.39779129464
1767,215943.09056113503
1768,140153.14677750616
1769,160321.2417863629
1770,152040.02298105968
1771,123187.26653942201
1772,127416.12184088166
1773,110147.81298507703
1774,148423.14934487024
1775,137394.9676223351
1776,131608.76545234045
1777,99547.00952782086
1778,140177.33349368864
1779,121738.84191298897
1780,178121.4105749799
1781,115830.47850442113
1782,63827.018810785
1783,134275.98183045955
1784,87823.70427580223
1785,130813.11396908086
1786,145782.07777591137
1787,168283.9046105185
1788,41079.1692405012
1789,92819.88768926363
1790,37790.97757103524
1791,209353.0046539186
1792,161165.38360817288
1793,126493.71680591868
1794,165330.7713133392
1795,130264.94982303311
1796,142701.5936195209
1797,135384.3200055733
1798,123667.44217484436
1799,97137.18925754965
1800,129345.06802954519
1801,110594.69909563355
1802,145749.24589572637
1803,162719.3497389469
1804,122378.36040828939
1805,135541.86587967165
1806,124312.42148321404
1807,150429.9373673708
1808,120488.44899071526
1809,117296.35412131765
1810,142985.9175410048
1811,90747.85680604873
1812,97642.56116461135
1813,116031.80811954351
1814,81013.21120726135
1815,28199.087354726333
1816,90419.76304333875
1817,105558.46734313594
1818,169084.3237951175
1819,128998.41846873218
1820,40609.31364884369
1821,124556.73567267296
1822,153262.2531569586
1823,38573.374847495885
1824,143196.6995001035
1825,138853.0457734191
1826,96918.40618718526
1827,100744.84984025288
1828,125052.22792588483
1829,148594.06824162032
1830,143091.1970539256
1831,146979.40060197093
1832,75691.57186381804
1833,145363.85738966774
1834,110974.487241502
1835,117961.5908289928
1836,122478.4158126734
1837,75665.54349366519
1838,108003.30070894031
1839,97115.5686549927
1840,146565.72553184902
1841,115844.09112730344
1842,77727.05745714808
1843,126524.07410877546
1844,142276.28940208018
1845,150944.1940376186
1846,155149.30428972674
1847,188141.31951545394
1848,23238.93437321909
1849,116354.77356439776
1850,107236.72024650639
1851,138492.159237967
1852,116401.47177151585
1853,113625.0070278665
1854,163554.3112456396
1855,149365.64288237356
1856,222445.4976788529
1857,135028.49817968754
1858,151544.7321743603
1859,110402.41095801521
1860,140139.96842956304
1861,111549.87666406672
1862,296625.1230438767
1863,295173.55869442614
1864,295187.2736793418
1865,349409.97376617754
1866,351518.307695112
1867,223955.39922026894
1868,294323.31179443694
1869,203413.95503281342
1870,221792.79340003926
1871,271077.16504360514
1872,175707.86612126432
1873,225206.00425949544
1874,144506.0974692211
1875,194515.06781763016
1876,189921.96965976676
1877,203541.80215843767
1878,208858.00117310593
1879,116797.15776734934
1880,128733.79862877593
1881,237659.18223342084
1882,244955.50687768834
1883,190044.4484386256
1884,200100.32048495312
1885,246607.14057089156
1886,292131.6421550354
1887,218623.76809046918
1888,258647.58770392163
1889,167158.24023404234
1890,101414.88553728162
1891,144431.6497729587
1892,81575.7016596126
1893,119840.22340840497
1894,116971.95975259488
1895,131506.356065612
1896,113746.72686026352
1897,100775.04554695304
1898,109532.86318666924
1899,155776.80301264857
1900,160440.96467845677
1901,158272.66869559846
1902,154849.59060055166
1903,219957.33653384965
1904,159475.577919571
1905,195721.58812018507
1906,143253.49618672754
1907,217291.12489462135
1908,109882.95637429714
1909,141297.47621808152
1910,122626.34573833738
1911,220732.13489239552
1912,290417.15739015816
1913,165723.01688656077
1914,55921.94878294498
1915,322057.40769536013
1916,17011.320885885565
1917,238787.14772032347
1918,134223.7860275547
1919,163136.40360705773
1920,154474.1832300089
1921,375570.5357043163
1922,340419.87345181574
1923,211261.90438217856
1924,218097.57779505616
1925,212541.18277043814
1926,375078.79165536154
1927,126618.90253076146
1928,153009.14922679187
1929,110076.34306474001
1930,124797.95170947583
1931,125899.50154700692
1932,127218.84062358226
1933,193342.81072853596
1934,168499.36548694907
1935,163172.1286471089
1936,193234.2379724707
1937,167512.5461915494
1938,167266.53474160278
1939,247187.42852624354
1940,196630.18301754154
1941,165612.70157951833
1942,175582.20131853098
1943,218923.08558951836
1944,358312.3704058024
1945,378478.93642522045
1946,134706.23750081877
1947,330857.58454499807
1948,164751.55142104125
1949,239958.82168797188
1950,192968.426310316
1951,240934.33148932693
1952,204236.6708185985
1953,176779.63055660494
1954,188585.91195649406
1955,123784.89806528331
1956,281568.33056392835
1957,149191.18086638718
1958,274605.95758485876
1959,134138.7290247133
1960,94316.48235530252
1961,117378.62229302985
1962,93992.37554072207
1963,109604.52471838114
1964,99576.66360275983
1965,135701.58938772313
1966,128801.84099026397
1967,298517.15386825637
1968,407557.9204875182
1969,388017.2082742569
1970,403976.37372239644
1971,454577.4261039163
1972,363216.68306329555
1973,295404.0469396985
1974,340378.6133751766
1975,459246.1954896084
1976,277611.20577012456
1977,364309.807339879
1978,348108.103736753
1979,308441.8324710306
1980,199292.2262960821
1981,339558.49121402245
1982,218570.46035971298
1983,206201.7478393883
1984,188315.97509725057
1985,235612.45717736796
1986,215450.62610608045
1987,199866.05954644474
1988,174430.39231832922
1989,194260.89779488332
1990,215875.8774956869
1991,220146.81058261555
1992,226347.1889574121
1993,178063.99777169974
1994,231130.98420130278
1995,178898.54617023142
1996,293318.9473695627
1997,341094.3506574704
1998,301367.5397101862
1999,294300.09952160006
2000,316057.5564385052
2001,281960.9714801132
2002,257003.00229027215
2003,248852.0771662077
2004,274089.56333385024
2005,244675.56051331598
2006,207193.04094302582
2007,249605.374381623
2008,212708.29296028064
2009,197812.55560507215
2010,203791.1468331457
2011,152910.51038448937
2012,180559.24488566496
2013,172137.5573694969
2014,180802.11154431239
2015,196246.07193685038
2016,189561.91998652855
2017,190904.04831652163
2018,114488.9986535396
2019,131082.84433076566
2020,93392.14688821911
2021,94813.12158716089
2022,180594.6997166903
2023,133591.50085887045
2024,298830.8434131787
2025,356977.7415222471
2026,163705.24712522133
2027,149920.89213712874
2028,161786.97529158692
2029,161433.39606678567
2030,260200.65150123363
2031,243013.51729055634
2032,262596.92480783886
2033,251617.54481621343
2034,175394.99654772802
2035,218606.30298272494
2036,202880.2315461083
2037,205001.2922378952
2038,310218.7291033232
2039,225331.32978786808
2040,318417.7062020378
2041,283170.94019769423
2042,209495.80626357577
2043,171144.18508620822
2044,183863.30601740026
2045,188203.90443547157
2046,130733.12488585922
2047,140870.09812808468
2048,141299.08475883995
2049,130916.82542282387
2050,166769.45676412623
2051,107756.87016308027
2052,126561.5103205718
2053,140124.86279301887
2054,68355.76764166937
2055,158349.79933223545
2056,145460.22935766418
2057,111779.2047815831
2058,215133.9229578068
2059,126203.21776302814
2060,164905.5908612886
2061,184638.86869248305
2062,115736.70354818244
2063,112616.64872017424
2064,123675.61387427006
2065,114305.87996889002
2066,167294.93777504432
2067,124616.2448182143
2068,135343.17618830403
2069,71407.53939535003
2070,98608.1546429743
2071,83216.89658158833
2072,139942.55921645786
2073,124477.71319961057
2074,157356.8633659074
2075,158541.05261170462
2076,116510.84039582021
2077,145627.94827515367
2078,115607.18516435495
2079,133389.41378084788
2080,114462.85401434125
2081,118271.20220957937
2082,135378.5049468631
2083,142989.34436923065
2084,92216.72900832453
2085,108463.42211879077
2086,139676.2669782358
2087,127035.95812302287
2088,87437.36069420326
2089,70234.11493268532
2090,124519.10148726802
2091,78073.35146930559
2092,125428.41062024617
2093,144108.49750244553
2094,107579.4687762884
2095,121077.17217772498
2096,79523.54478694194
2097,90308.48587900003
2098,146923.9427033461
2099,28130.47166454798
2100,71300.73703795063
2101,100504.5792793452
2102,141998.66588803672
2103,81116.48597477116
2104,140246.23745010112
2105,133229.62016910734
2106,22401.350620020763
2107,204964.9876799214
2108,117200.46935722654
2109,95477.55205247126
2110,114507.45204506247
2111,154065.75617985678
2112,126520.19596470852
2113,116765.19637665062
2114,120906.8801044474
2115,154576.22078544038
2116,112538.00969068661
2117,139843.51168256314
2118,115974.71597475196
2119,105137.6052990781
2120,116428.63505360417
2121,99511.74847838104
2122,101360.43431231834
2123,81970.04199654642
2124,178606.40843858535
2125,139760.37960639113
2126,151670.91714005708
2127,168707.65851302902
2128,142189.0750746684
2129,84058.77474549909
2130,136179.42495504286
2131,146217.2171006373
2132,100614.38586550945
2133,123821.55153815131
2134,111530.43579363995
2135,95949.45564360391
2136,38464.3441243072
2137,116798.97278155293
2138,140655.93498256223
2139,148788.3985150303
2140,133229.47633326612
2141,169844.87892000948
2142,128472.18328357994
2143,134447.02399310254
2144,111692.1394907673
2145,138912.9822178944
2146,181106.03099954495
2147,152961.4506144264
2148,136467.03223334334
2149,153341.03895168245
2150,223282.89950157967
2151,120697.13433160461
2152,167591.14643783463
2153,190486.2977561171
2154,89010.52517270035
2155,141403.03940510924
2156,256779.45971394842
2157,224438.5824416036
2158,229521.03384257987
2159,224317.25528576513
2160,175954.82642081284
2161,239399.3526872293
2162,369690.7751938874
2163,346492.2595938059
2164,250559.4006304008
2165,191260.7812535471
2166,153410.95534516685
2167,221525.54195441023
2168,186485.5171498987
2169,193920.14866569338
2170,204371.0681360046
2171,157658.5341091935
2172,137084.8055484052
2173,158616.51637924972
2174,222126.73883836876
2175,263293.44791461003
2176,305032.4570998886
2177,229816.9308679244
2178,217315.08080599929
2179,143422.44960267365
2180,221426.38307533722
2181,196358.62758887847
2182,218226.76995641217
2183,189595.9904307938
2184,125507.0130717709
2185,139138.80063791355
2186,138820.74651973997
2187,152620.78858594678
2188,155187.7085916602
2189,316935.99403625703
2190,56948.01392962983
2191,54923.66072301603
2192,72653.56958736878
2193,107940.6838953132
2194,95457.70517055855
2195,80750.76792298327
2196,111359.10698138693
2197,88627.69193166423
2198,157215.2177629958
2199,170555.93745985773
2200,143167.62945726106
2201,141562.712546161
2202,188757.76091811396
2203,149513.60713784458
2204,161735.65299324275
2205,122769.3274386762
2206,156207.34274707243
2207,215230.9412379378
2208,233262.3493528766
2209,211630.5751014708
2210,112141.70572753718
2211,116462.50714955927
2212,117907.1079117124
2213,102305.44002458916
2214,155800.585605748
2215,92381.30373430625
2216,147422.45059305412
2217,50484.40887821904
2218,83749.93975780753
2219,67377.28364432795
2220,37980.997124259986
2221,322774.93241826707
2222,305696.64126936
2223,284972.3021921495
2224,213798.24938752258
2225,122520.68495194345
2226,174595.6211247301
2227,201860.31429020432
2228,296254.33299579576
2229,230564.75784700963
2230,147706.90451730211
2231,209969.76765598118
2232,175764.76033322676
2233,179889.82883919202
2234,257575.85675909976
2235,236572.5159915735
2236,244220.0269561347
2237,305457.0256176285
2238,211399.04311735445
2239,120389.6238870238
2240,171697.32631923552
2241,144374.8175038022
2242,121217.74441037088
2243,123792.75960898612
2244,98340.45223937297
2245,108304.75868290014
2246,131768.01410078094
2247,117560.0301137254
2248,117156.02250602134
2249,109322.94431221305
2250,120679.45423166879
2251,105503.34420451103
2252,177161.89689875208
2253,159068.84121125442
2254,174979.84232537754
2255,187795.48355132906
2256,173420.48338770997
2257,203728.71182939445
2258,155588.23192924625
2259,165948.25121508408
2260,148418.63910624306
2261,215103.29030532867
2262,226051.006863467
2263,360160.39122579707
2264,405691.5725248362
2265,173813.7001136197
2266,305108.22302617074
2267,363950.91008353955
2268,409692.9966666697
2269,153830.51706943265
2270,190429.73068631985
2271,203312.54513742944
2272,209270.8380414282
2273,156460.87314859472
2274,174591.44300041822
2275,154217.0628997033
2276,192159.28076261378
2277,183271.11283842078
2278,149710.65011475165
2279,122223.698930858
2280,102002.93735013413
2281,157499.0205900926
2282,163831.9845576615
2283,113699.74013136656
2284,130517.59753639437
2285,124107.82442409877
2286,116411.3322736788
2287,380227.09439604456
2288,292322.33526864386
2289,316073.1098760719
2290,416414.9149809647
2291,343507.3354260794
2292,413090.90413801937
2293,428910.261071099
2294,383922.0873253605
2295,424641.6009316625
2296,255486.59099845027
2297,363303.7524153183
2298,370403.7850742057
2299,351803.4034546523
2300,325892.21584832476
2301,326199.59539232973
2302,256856.67799202347
2303,250095.77329556178
2304,240958.6106735002
2305,198933.67031669494
2306,200020.13583492226
2307,211999.31573779974
2308,220017.1036523063
2309,306323.15732901753
2310,205188.65600730525
2311,216658.6675297737
2312,175794.39078619282
2313,173052.4757758887
2314,175975.82809335503
2315,173280.27290896742
2316,200210.86094661528
2317,181458.17283516
2318,178358.9914109148
2319,182331.0209723216
2320,178442.54925255885
2321,250912.15125128542
2322,188977.9349414649
2323,198427.98168393882
2324,192928.94097358853
2325,201705.728022981
2326,185405.7723609424
2327,204433.24210708938
2328,217610.0025108487
2329,181572.7386332166
2330,176948.0575068772
2331,329084.82379793463
2332,393987.46204409783
2333,310749.16386609117
2334,274633.1628400727
2335,305376.3742738536
2336,308735.84341259534
2337,196606.327437021
2338,248153.7414206024
2339,228959.44936711295
2340,375118.5434162981
2341,208296.69216022885
2342,236722.81423163487
2343,226060.56737584074
2344,229337.27491148084
2345,227519.94987197057
2346,202455.90133454147
2347,192017.70907858858
2348,230484.82123690928
2349,179193.676148586
2350,308124.7226970438
2351,259490.0412578082
2352,245339.538197961
2353,253332.943581899
2354,138469.12172721775
2355,155092.0082862464
2356,163093.5419714841
2357,195251.71393862998
2358,189030.33024189528
2359,119265.36495739584
2360,108782.5559448165
2361,139399.62436121347
2362,251793.18111162234
2363,155880.59295154366
2364,178802.0667483866
2365,209328.85197940402
2366,183317.54267936846
2367,205128.4159266162
2368,211090.32436914492
2369,195785.97806957265
2370,160188.43653760976
2371,155226.5177827658
2372,193143.27263570917
2373,288306.4459601923
2374,301301.56015175243
2375,243081.534460371
2376,286449.6750647624
2377,320017.0784971799
2378,151251.29768117785
2379,225351.96579242003
2380,148299.73741002602
2381,170316.36528619548
2382,211351.1205723682
2383,194405.51591835794
2384,233367.94608608045
2385,160810.049918086
2386,128422.31854128721
2387,124716.10328434008
2388,100822.55351475498
2389,116428.61111642531
2390,141022.40155946824
2391,128981.27650662846
2392,109935.68586524617
2393,167802.86378493664
2394,140493.71971767273
2395,210002.91548781312
2396,142345.91060857248
2397,210340.3490375094
2398,118762.3224221089
2399,56207.6622784214
2400,54787.43500478954
2401,114886.64312909017
2402,140844.9167427895
2403,130907.53776733964
2404,139595.7824906912
2405,166519.3741511046
2406,127855.06890798212
2407,121289.09322604573
2408,148090.56664861937
2409,109278.8584908616
2410,186669.69134450212
2411,103762.38584035689
2412,149614.76657350737
2413,120649.41543509252
2414,154666.3621070484
2415,130229.44143115434
2416,123449.18383950609
2417,126100.49239198514
2418,121527.3396591673
2419,117823.726877171
2420,112348.2821364415
2421,126850.60974982296
2422,99414.91355490484
2423,110767.3126852831
2424,146845.09194516996
2425,209306.78154019985
2426,120804.93769871208
2427,121405.87227228355
2428,185738.6427234802
2429,101631.23896108265
2430,133453.25422977633
2431,98247.29540220149
2432,139755.32086224086
2433,146750.36358246926
2434,141936.20584587575
2435,157112.42803925517
2436,116503.90676383732
2437,97790.18773652593
2438,106730.84777885604
2439,99723.5153921863
2440,122040.49304008225
2441,97976.22198628285
2442,86927.62736179719
2443,140350.79318396054
2444,105658.89731781326
2445,76154.43447885962
2446,129155.26574250302
2447,197309.96113231848
2448,140748.628371535
2449,111108.3333842431
2450,143683.9673625313
2451,115875.60648503355
2452,192360.14508798768
2453,91342.37786468994
2454,100417.95177210768
2455,110739.03659272417
2456,142666.4745102178
2457,120003.42927848744
2458,133219.02055616543
2459,108501.77824711207
2460,151493.0608158285
2461,137211.21728195512
2462,125927.72357046421
2463,130531.200853836
2464,174753.97248763763
2465,130575.38289230928
2466,118043.22653077496
2467,145190.28795752584
2468,77195.07598592163
2469,69509.98380261043
2470,206915.82004748532
2471,213630.62318882527
2472,159331.6213639771
2473,109522.10336748452
2474,65171.345845863834
2475,211593.93890824594
2476,96902.0793013911
2477,107846.2107482676
2478,141274.64525582886
2479,102537.14250789178
2480,156533.25204057075
2481,129336.71193582908
2482,119061.04988208468
2483,102502.26533059079
2484,127590.37295884581
2485,127805.00116081428
2486,143169.02432407872
2487,195690.21902636858
2488,159061.91251666605
2489,151944.1842271351
2490,141284.16200437993
2491,100101.81657651137
2492,188456.51168956092
2493,152360.244122736
2494,138926.62497316225
2495,80796.26763689032
2496,232358.9344627005
2497,148301.9277057939
2498,100741.01073041745
2499,67212.46981805215
2500,103787.75474471113
2501,135787.62582282195
2502,138659.82100541014
2503,88590.2587212275
2504,163581.74656031022
2505,218372.90255983244
2506,246659.0428108849
2507,265513.1063618674
2508,246817.0967553052
2509,218223.29854220976
2510,210042.62102494083
2511,177775.05932282266
2512,222137.21067536087
2513,221109.04230895318
2514,267688.8925554758
2515,134724.99949745432
2516,167415.53713263696
2517,138616.1343005267
2518,143558.19394859223
2519,230669.16028964322
2520,209855.73229613004
2521,189455.289155887
2522,217666.39526391268
2523,109180.49367189678
2524,129168.39923250132
2525,126188.16791805977
2526,134552.32563148107
2527,112864.05507526765
2528,119484.2014004791
2529,149680.22080960486
2530,121249.3764932944
2531,254741.8223860491
2532,216883.42267162455
2533,201731.02434529382
2534,248098.50111918547
2535,271581.71733133384
2536,227303.69419158733
2537,236969.82298156427
2538,179349.95098256064
2539,191670.8637477811
2540,172854.30981182825
2541,182985.88575940588
2542,163944.7671090925
2543,127694.26518596565
2544,103892.57833233746
2545,129149.04302789041
2546,126222.76694436975
2547,145339.74335730536
2548,158103.36946209695
2549,145504.95219158565
2550,609525.9525166976
2551,154141.0359000759
2552,124074.02200344083
2553,52108.809020191475
2554,78961.88783802923
2555,88340.09183833358
2556,75737.99724585809
2557,101352.50280409824
2558,179228.58373129115
2559,132082.08894698496
2560,143144.06006435992
2561,145151.41021176695
2562,143626.250006531
2563,142497.47611174616
2564,198299.9571284413
2565,152661.4385870959
2566,143035.5920299665
2567,125414.30713170166
2568,193508.4153229535
2569,196119.94518120537
2570,119059.00140447932
2571,178746.63026721997
2572,164217.9093072917
2573,212011.83972535684
2574,280463.9423711171
2575,135202.1666364032
2576,122352.81586954773
2577,154957.6463910036
2578,74934.36932710299
2579,25286.71686229462
2580,104102.04283474383
2581,129272.67343631673
2582,128331.5894727307
2583,281125.5477267584
2584,153747.86790782688
2585,183190.20521722958
2586,206637.9938478383
2587,186147.48455329286
2588,139400.80487973255
2589,142637.54387870542
2590,205207.7823955561
2591,258569.07537831547
2592,206200.6374442203
2593,248030.26527172988
2594,171532.00048482753
2595,220641.27901633643
2596,287502.3403721945
2597,203170.67278964297
2598,278599.81045496935
2599,354895.0278124563
2600,172355.68163507665
2601,154077.9746842872
2602,65252.938496213144
2603,85296.4650502766
2604,83355.83345955337
2605,67565.22354532394
2606,132194.46400250605
2607,223042.95339711462
2608,191476.4690273948
2609,162497.19347120146
2610,100864.12389598953
2611,130853.13984902685
2612,149705.21991828352
2613,122124.94472671783
2614,107186.14793011172
2615,158313.68657938865
2616,159664.9807738146
2617,193941.418825961
2618,238846.93396107544
2619,208920.84919107598
2620,178605.7641402982
2621,164812.4277219558
2622,175163.9844631297
2623,230953.1622762202
2624,268997.1491304096
2625,268158.2979588588
2626,165691.54039569863
2627,164016.67520734115
2628,418289.7534141811
2629,458843.387789784
2630,355922.32836528705
2631,420222.74622230744
2632,384749.61960468476
2633,304650.98462091165
2634,405306.85200502427
2635,150724.5157709881
2636,180913.8670799607
2637,218913.52902734725
2638,251253.9352137385
2639,178120.33450362462
2640,149466.38477574516
2641,88544.98623066087
2642,167714.56972096447
2643,118065.87201538665
2644,118424.33516947454
2645,111154.7250250214
2646,94157.72524805056
2647,111442.0238863989
2648,135134.3089119156
2649,154251.43268207132
2650,125099.53539227953
2651,127172.55902912683
2652,373926.81298127846
2653,254018.5001474145
2654,275459.9570317496
2655,401135.8605045422
2656,328172.15563520556
2657,345285.02098485525
2658,317473.79958923435
2659,328169.7215812305
2660,347476.98027657974
2661,350360.53331954055
2662,381246.0198456688
2663,272975.91780284664
2664,299858.5837611264
2665,325239.6542026752
2666,292910.8827111609
2667,172443.63613689705
2668,182522.5288935986
2669,178532.98009256172
2670,266891.59170161874
2671,184038.97799703747
2672,188756.51005899048
2673,197538.62734207214
2674,203199.61148332455
2675,180010.8628968473
2676,195707.8833965453
2677,190194.85005835077
2678,242322.21188672225
2679,275638.2339834331
2680,291487.3241464746
2681,405530.29100042337
2682,320851.63446767046
2683,477422.74923117587
2684,331145.59117262106
2685,322097.16151645733
2686,243174.37133237973
2687,278381.548603246
2688,214644.29838252108
2689,196002.7229456989
2690,358603.2848996252
2691,189339.49882772932
2692,145133.4078985277
2693,197873.2508124562
2694,143583.38896923972
2695,200076.9621580851
2696,189187.26010048343
2697,179251.56583404
2698,203807.41771975206
2699,161548.25068235357
2700,138991.75515900963
2701,152154.41111329076
2702,123913.62223816535
2703,147143.9920849298
2704,135501.81107048428
2705,105516.91520103299
2706,105157.86612150453
2707,127048.91982548556
2708,114822.84018811022
2709,104700.61918935343
2710,123271.90399320397
2711,282535.12724195834
2712,389039.4937063841
2713,163189.6202513905
2714,145797.38207593767
2715,164964.6923430783
2716,142841.4862407643
2717,195427.4935985432
2718,218524.3314398382
2719,137582.0307221171
2720,194048.40883643145
2721,130931.78429977762
2722,171326.86725690492
2723,159629.5640791284
2724,130374.11339448915
2725,118500.2589421256
2726,133881.19716686182
2727,174220.709355552
2728,178248.86173419873
2729,135890.63630645163
2730,144554.40041103185
2731,125816.37385813991
2732,131991.82746463447
2733,153439.75622060586
2734,151349.03926007508
